"Início dos relatórios","Encerramento dos relatórios","Nome da campanha","Veiculação da campanha","Configuração de atribuição",Resultados,"Indicador de resultados",Alcance,Frequência,"Custo por resultados","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Valor usado (BRL)",Término,Impressões,"CPM (custo por 1.000 impressões) (BRL)","Cliques no link",shop_clicks,"CPC (custo por clique no link) (BRL)","CTR (taxa de cliques no link)","Cliques (todos)","CTR (todos)","CPC (todos) (BRL)","Visualizações da página de destino","Custo por visualização da página de destino (BRL)"
2026-04-06,2026-04-13,"[CAMPANHA1] - [ENGAJAMENTO/WHATSAPP] - [R$450 - 7D] - [AQUECIMENTO DE C.A]",active,"Clique de 7 dias ou visualização de 1 dia",79,actions:onsite_conversion.messaging_conversation_started_7d,12815,1.622005,4.35835443,450,Total,344.31,2026-04-15,20786,16.564515,378,,0.910873,1.818532,708,3.406139,0.486314,,
