"Início dos relatórios","Encerramento dos relatórios","Nome da campanha","Veiculação da campanha","Configuração de atribuição",Resultados,"Indicador de resultados",Alcance,Frequência,"Custo por resultados","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Valor usado (BRL)",Término,Impressões,"CPM (custo por 1.000 impressões) (BRL)","Cliques no link",shop_clicks,"CPC (custo por clique no link) (BRL)","CTR (taxa de cliques no link)","Cliques (todos)","CTR (todos)","CPC (todos) (BRL)","Visualizações da página de destino","Custo por visualização da página de destino (BRL)"
2026-04-06,2026-04-14,"[CAMPANHA1] - [ENGAJAMENTO/WHATSAPP] - [R$450 - 7D] - [AQUECIMENTO DE C.A]",active,"Clique de 7 dias ou visualização de 1 dia",93,actions:onsite_conversion.messaging_conversation_started_7d,17195,1.598023,4.83225806,450,Total,449.4,2026-04-15,27478,16.354902,492,,0.913415,1.790523,927,3.373608,0.48479,,
